Page,Price,Location,Area,Price/m2,BedRoom,Toilet
853,"8,15 tỷ","Ba Đình, Hà Nội",42 m²,"194,05 tr/m²",4,Null
853,"39,9 tỷ","Cầu Giấy, Hà Nội",54 m²,"738,89 tr/m²",5,5
853,"8,5 tỷ","Tân Bình, Hồ Chí Minh",52 m²,"163,46 tr/m²",4,4
853,Giá thỏa thuận,"Quận 2, Hồ Chí Minh",120 m²,4,4,Null
854,"8,5 tỷ","Tân Bình, Hồ Chí Minh",52 m²,"163,46 tr/m²",4,4
854,Giá thỏa thuận,"Quận 2, Hồ Chí Minh",120 m²,4,4,Null
854,39 tỷ,"Quận 2, Hồ Chí Minh","196,3 m²","198,68 tr/m²",5,5
854,"38,5 tỷ","Quận 2, Hồ Chí Minh",227 m²,"169,6 tr/m²",4,5
854,"13,2 tỷ","Nam Từ Liêm, Hà Nội",62 m²,"212,9 tr/m²",18,18
854,"24,5 tỷ","Ba Đình, Hà Nội",51 m²,"480,39 tr/m²",5,5
854,"5,8 tỷ","Thanh Trì, Hà Nội",32 m²,"181,25 tr/m²",3,4
854,"8,8 tỷ","Quận 9, Hồ Chí Minh",95 m²,"92,63 tr/m²",3,2
854,Giá thỏa thuận,"Văn Giang, Hưng Yên",70 m²,6,4,Null
854,"18,8 tỷ","Cầu Giấy, Hà Nội",43 m²,"437,21 tr/m²",5,4
854,"1,79 tỷ","Châu Thành, Tiền Giang",100 m²,"17,9 tr/m²",3,3
854,"3,8 tỷ","Hà Đông, Hà Nội",35 m²,"108,57 tr/m²",3,3
854,"15,5 tỷ","Tân Bình, Hồ Chí Minh",79 m²,"196,2 tr/m²",4,5
854,"9,9 tỷ","Quận 7, Hồ Chí Minh",80 m²,"123,75 tr/m²",3,3
854,"22,6 tỷ","Tây Hồ, Hà Nội",65 m²,"347,69 tr/m²",4,4
854,"11,9 tỷ","Tân Bình, Hồ Chí Minh",115 m²,"103,48 tr/m²",3,2
854,"8,9 tỷ","Tân Bình, Hồ Chí Minh",40 m²,"222,5 tr/m²",5,6
854,"8,1 tỷ","Hải Châu, Đà Nẵng",54 m²,150 tr/m²,2,2
854,"14,5 tỷ","Tân Bình, Hồ Chí Minh",116 m²,125 tr/m²,4,5
854,"6,9 tỷ","Thanh Xuân, Hà Nội",48 m²,"143,75 tr/m²",4,4
855,"8,1 tỷ","Hải Châu, Đà Nẵng",54 m²,150 tr/m²,2,2
855,"14,5 tỷ","Tân Bình, Hồ Chí Minh",116 m²,125 tr/m²,4,5
855,"6,9 tỷ","Thanh Xuân, Hà Nội",48 m²,"143,75 tr/m²",4,4
855,"17,2 tỷ","Tân Bình, Hồ Chí Minh",90 m²,"191,11 tr/m²",4,5
855,32 tỷ,"Quận 3, Hồ Chí Minh",86 m²,"372,09 tr/m²",6,6
855,"3,99 tỷ","Cẩm Lệ, Đà Nẵng",100 m²,"39,9 tr/m²",3,3
855,11 tỷ,"Tân Bình, Hồ Chí Minh",90 m²,"122,22 tr/m²",4,5
855,"8,15 tỷ","Quận 9, Hồ Chí Minh",115 m²,"70,87 tr/m²",3,3
855,"7,9 tỷ","Tân Bình, Hồ Chí Minh",75 m²,"105,33 tr/m²",5,6
855,"33,5 tỷ","Tây Hồ, Hà Nội",106 m²,"316,04 tr/m²",3,3
855,123 tỷ,"Tây Hồ, Hà Nội","339,4 m²","362,4 tr/m²",1,1
855,"13,9 tỷ","Hà Đông, Hà Nội",55 m²,"252,73 tr/m²",5,5
855,"4,19 tỷ","Cẩm Lệ, Đà Nẵng",100 m²,"41,9 tr/m²",3,3
855,"8,59 tỷ","Hoàng Mai, Hà Nội",52 m²,"165,19 tr/m²",6,4
855,"8,3 tỷ","Ba Đình, Hà Nội",38 m²,"218,42 tr/m²",3,4
855,73 tỷ,"Tây Hồ, Hà Nội",300 m²,"243,33 tr/m²",2,2
855,"4,35 tỷ","Ngũ Hành Sơn, Đà Nẵng",100 m²,"43,5 tr/m²",3,2
855,Giá thỏa thuận,"Tân Phú, Hồ Chí Minh",105 m²,6,6,Null
855,"16,2 tỷ","Cầu Giấy, Hà Nội",80 m²,"202,5 tr/m²",21,21
855,"10,2 tỷ","Thủ Đức, Hồ Chí Minh",130 m²,"78,46 tr/m²",5,6
856,"10,2 tỷ","Thủ Đức, Hồ Chí Minh",130 m²,"78,46 tr/m²",5,6
856,"13,2 tỷ","Quận 2, Hồ Chí Minh",85 m²,"155,29 tr/m²",5,4
856,"12,6 tỷ","Đống Đa, Hà Nội",60 m²,210 tr/m²,4,4
856,"17,5 tỷ","Hà Đông, Hà Nội",68 m²,"257,35 tr/m²",4,4
856,"6,5 tỷ","Bình Tân, Hồ Chí Minh",86 m²,"75,58 tr/m²",3,2
856,"1,95 tỷ","Long Điền, Bà Rịa Vũng Tàu",350 m²,"5,57 tr/m²",2,1
856,"9,7 tỷ","Bình Tân, Hồ Chí Minh",90 m²,"107,78 tr/m²",4,4
856,24 tỷ,"Quận 2, Hồ Chí Minh",100 m²,240 tr/m²,6,5
856,"6,8 tỷ","Hoàng Mai, Hà Nội",35 m²,"194,29 tr/m²",3,2
856,"12,5 tỷ","Bình Thạnh, Hồ Chí Minh",120 m²,"104,17 tr/m²",4,4
856,"7,19 tỷ","Quận 1, Hồ Chí Minh",99 m²,"72,63 tr/m²",5,5
856,"7,9 tỷ","Thủ Đức, Hồ Chí Minh",150 m²,"52,67 tr/m²",7,Null
856,"2,51 tỷ","Đan Phượng, Hà Nội",57 m²,44 tr/m²,1,1
856,"10,5 tỷ","Ngô Quyền, Hải Phòng",80 m²,"131,25 tr/m²",3,3
856,"1,83 tỷ","Vĩnh Cửu, Đồng Nai",86 m²,"21,26 tr/m²",3,2
856,19 tỷ,"Gia Lâm, Hà Nội",90 m²,"211,11 tr/m²",4,3
856,"11,5 tỷ","Hai Bà Trưng, Hà Nội",57 m²,"201,75 tr/m²",3,3
856,"16,5 tỷ","Tân Phú, Hồ Chí Minh",147 m²,"112,24 tr/m²",2,2
856,8 tỷ,"Nhà Bè, Hồ Chí Minh",166 m²,"48,19 tr/m²",2,2
856,"5,5 tỷ","Quận 8, Hồ Chí Minh",151 m²,"36,42 tr/m²",2,3
857,"11,5 tỷ","Hai Bà Trưng, Hà Nội",57 m²,"201,75 tr/m²",3,3
857,"16,5 tỷ","Tân Phú, Hồ Chí Minh",147 m²,"112,24 tr/m²",2,2
857,8 tỷ,"Nhà Bè, Hồ Chí Minh",166 m²,"48,19 tr/m²",2,2
857,"5,5 tỷ","Quận 8, Hồ Chí Minh",151 m²,"36,42 tr/m²",2,3
857,"4,58 tỷ","Nhơn Trạch, Đồng Nai",176 m²,26 tr/m²,10,10
857,"6,8 tỷ","Đà Lạt, Lâm Đồng",500 m²,"13,6 tr/m²",2,2
857,"6,6 tỷ","Gò Vấp, Hồ Chí Minh",57 m²,"115,79 tr/m²",4,5
857,"5,8 tỷ","Nha Trang, Khánh Hòa",75 m²,"77,33 tr/m²",4,4
857,"6,66 tỷ","Hải An, Hải Phòng",120 m²,"55,5 tr/m²",4,3
857,38 tỷ,"Cầu Giấy, Hà Nội",80 m²,"474,99 tr/m²",7,7
857,"10,6 tỷ","Hải An, Hải Phòng",85 m²,"124,71 tr/m²",5,6
857,"12,8 tỷ","Tân Bình, Hồ Chí Minh",88 m²,"145,46 tr/m²",4,4
857,"1,4 tỷ","Sông Công, Thái Nguyên",82 m²,"17,07 tr/m²",1,1
857,"3,5 tỷ","Quận 9, Hồ Chí Minh","58,8 m²","59,52 tr/m²",2,2
857,"5,8 tỷ","Hải An, Hải Phòng",60 m²,"96,67 tr/m²",4,4
857,"5,25 tỷ","Hoàng Mai, Hà Nội",33 m²,"159,09 tr/m²",3,3
857,"1,37 tỷ","Bình Chánh, Hồ Chí Minh",50 m²,"27,4 tr/m²",2,2
857,"6,1 tỷ","Bắc Từ Liêm, Hà Nội",36 m²,"169,44 tr/m²",4,Null
857,"16,49 tỷ","Nam Từ Liêm, Hà Nội",36 m²,458 tr/m²,4,2
857,"9,19 tỷ","Tây Hồ, Hà Nội",45 m²,"204,22 tr/m²",4,3
858,"16,49 tỷ","Nam Từ Liêm, Hà Nội",36 m²,458 tr/m²,4,2
858,"9,19 tỷ","Tây Hồ, Hà Nội",45 m²,"204,22 tr/m²",4,3
858,"6,5 tỷ","Gò Vấp, Hồ Chí Minh",100 m²,65 tr/m²,9,6
858,Giá thỏa thuận,"Quận 7, Hồ Chí Minh",88 m²,2,2,Null
858,"6,99 tỷ","Cầu Giấy, Hà Nội",38 m²,"183,95 tr/m²",4,Null
858,"11,5 tỷ","Tân Phú, Hồ Chí Minh",91 m²,"126,37 tr/m²",3,2
858,"3,68 tỷ","Tân Phú, Hồ Chí Minh",44 m²,"83,64 tr/m²",2,2
858,"7,5 tỷ","Quận 1, Hồ Chí Minh",60 m²,125 tr/m²,4,2
858,"6,8 tỷ","Quận 7, Hồ Chí Minh",60 m²,"113,33 tr/m²",4,5
858,"22,39 tỷ","Đông Anh, Hà Nội",80 m²,"279,88 tr/m²",5,5
858,"13,5 tỷ","Phú Nhuận, Hồ Chí Minh",25 m²,540 tr/m²,5,Null
858,"3,8 tỷ","Bình Tân, Hồ Chí Minh",40 m²,95 tr/m²,2,2
858,8 tỷ,"Tân Bình, Hồ Chí Minh",64 m²,125 tr/m²,2,2
858,"6,7 tỷ","Đống Đa, Hà Nội",39 m²,"171,8 tr/m²",4,Null
858,"11,5 tỷ","Bình Tân, Hồ Chí Minh",147 m²,"78,23 tr/m²",1,1
858,48 tỷ,"Tân Bình, Hồ Chí Minh",600 m²,80 tr/m²,5,3
858,"4,35 tỷ","Đống Đa, Hà Nội",27 m²,"161,11 tr/m²",3,3
858,"14,45 tỷ","Bình Tân, Hồ Chí Minh",100 m²,"144,5 tr/m²",5,4
858,90 tỷ,"Tây Hồ, Hà Nội",150 m²,600 tr/m²,6,6
858,15 tỷ,"Quận 2, Hồ Chí Minh",100 m²,150 tr/m²,2,2
859,90 tỷ,"Tây Hồ, Hà Nội",150 m²,600 tr/m²,6,6
859,15 tỷ,"Quận 2, Hồ Chí Minh",100 m²,150 tr/m²,2,2
859,"4,45 tỷ","Hà Đông, Hà Nội",33 m²,"134,85 tr/m²",3,3
859,"6,5 tỷ","Thanh Trì, Hà Nội",46 m²,"141,3 tr/m²",4,5
859,"9,9 tỷ","Quận 9, Hồ Chí Minh",100 m²,99 tr/m²,1,1
859,"4,5 tỷ","Quận 8, Hồ Chí Minh",67 m²,"67,16 tr/m²",4,Null
859,"10,5 tỷ","Ba Đình, Hà Nội",41 m²,"256,1 tr/m²",4,4
859,115 tỷ,"Đống Đa, Hà Nội",153 m²,"751,63 tr/m²",10,9
859,8 tỷ,"Phú Nhuận, Hồ Chí Minh",48 m²,"166,67 tr/m²",4,1
859,Giá thỏa thuận,"Gò Vấp, Hồ Chí Minh",60 m²,3,2,Null
859,"4,3 tỷ","Hai Bà Trưng, Hà Nội",28 m²,"153,57 tr/m²",1,2
859,"5,5 tỷ","Hoàng Mai, Hà Nội",40 m²,"137,5 tr/m²",3,3
859,"18,5 tỷ","Sơn Trà, Đà Nẵng",108 m²,"171,3 tr/m²",8,4
859,"8,25 tỷ","Long Biên, Hà Nội",36 m²,"229,17 tr/m²",4,5
859,"5,9 tỷ","Quận 9, Hồ Chí Minh","47,5 m²","124,21 tr/m²",2,2
859,"6,2 tỷ","Nha Trang, Khánh Hòa",60 m²,"103,33 tr/m²",4,5
859,"9,5 tỷ","Lê Chân, Hải Phòng",90 m²,"105,56 tr/m²",4,4
859,35 tỷ,"Quận 10, Hồ Chí Minh",102 m²,"343,14 tr/m²",6,7
859,"8,5 tỷ","Phú Nhuận, Hồ Chí Minh",48 m²,"177,08 tr/m²",4,3
859,"8,35 tỷ","Thanh Xuân, Hà Nội",42 m²,"198,81 tr/m²",4,5
860,"8,35 tỷ","Thanh Xuân, Hà Nội",42 m²,"198,81 tr/m²",4,5
860,"4,1 tỷ","Tân Phú, Hồ Chí Minh","32,7 m²","125,38 tr/m²",2,3
860,"11,2 tỷ","Cầu Giấy, Hà Nội",40 m²,280 tr/m²,6,7
860,44 tỷ,"Nha Trang, Khánh Hòa",160 m²,275 tr/m²,23,23
860,"6,2 tỷ","Thanh Xuân, Hà Nội",36 m²,"172,22 tr/m²",3,4
860,"13,8 tỷ","Bình Chánh, Hồ Chí Minh",176 m²,"78,41 tr/m²",6,5
860,"6,2 tỷ","Đống Đa, Hà Nội",53 m²,"116,98 tr/m²",8,8
860,41 tỷ,"Long Biên, Hà Nội",103 m²,"398,06 tr/m²",7,Null
860,"5,6 tỷ","Thủ Đức, Hồ Chí Minh","97,5 m²","57,44 tr/m²",4,4
860,"3,95 tỷ","Hoài Đức, Hà Nội",80 m²,"49,38 tr/m²",3,2
860,Giá thỏa thuận,"Hoài Đức, Hà Nội","79,3 m²",4,4,Null
860,"5,4 tỷ","Bình Tân, Hồ Chí Minh",60 m²,90 tr/m²,2,2
860,"23,5 tỷ","Quận 2, Hồ Chí Minh",160 m²,"146,88 tr/m²",4,4
860,"28,5 tỷ","Tây Hồ, Hà Nội",81 m²,"351,85 tr/m²",6,6
860,"7,5 tỷ","Bắc Từ Liêm, Hà Nội",35 m²,"214,29 tr/m²",2,2
860,14 tỷ,"Bình Tân, Hồ Chí Minh",100 m²,140 tr/m²,10,10
860,14 tỷ,"Quận 2, Hồ Chí Minh",100 m²,140 tr/m²,5,6
860,"14,5 tỷ","Cầu Giấy, Hà Nội",55 m²,"263,64 tr/m²",4,4
860,Giá thỏa thuận,"Thanh Khê, Đà Nẵng",111 m²,3,3,Null
860,"5,2 tỷ","Bình Tân, Hồ Chí Minh",64 m²,"81,25 tr/m²",3,2
861,14 tỷ,"Quận 2, Hồ Chí Minh",100 m²,140 tr/m²,5,6
861,"14,5 tỷ","Cầu Giấy, Hà Nội",55 m²,"263,64 tr/m²",4,4
861,Giá thỏa thuận,"Thanh Khê, Đà Nẵng",111 m²,3,3,Null
861,"5,2 tỷ","Bình Tân, Hồ Chí Minh",64 m²,"81,25 tr/m²",3,2
861,"12,8 tỷ","Cầu Giấy, Hà Nội",102 m²,"125,49 tr/m²",2,2
861,25 tỷ,"Quận 2, Hồ Chí Minh",113 m²,"221,24 tr/m²",5,5
861,"20,9 tỷ","Cầu Giấy, Hà Nội",70 m²,"298,57 tr/m²",7,4
861,"9,2 tỷ","Quận 9, Hồ Chí Minh",90 m²,"102,22 tr/m²",4,5
861,"10,6 tỷ","Cầu Giấy, Hà Nội",50 m²,212 tr/m²,3,4
861,Giá thỏa thuận,"Móng Cái, Quảng Ninh",60 m²,6,6,Null
861,"16,6 tỷ","Đông Anh, Hà Nội","62,5 m²","265,6 tr/m²",6,5
861,Giá thỏa thuận,"Quận 8, Hồ Chí Minh",50 m²,4,5,Null
861,"4,5 tỷ","Quận 12, Hồ Chí Minh","123,5 m²","36,44 tr/m²",10,Null
861,"6,5 tỷ","Quận 7, Hồ Chí Minh",98 m²,"66,33 tr/m²",6,4
861,"7,9 tỷ","Văn Giang, Hưng Yên",56 m²,"141,07 tr/m²",6,4
861,Giá thỏa thuận,"Quận 12, Hồ Chí Minh",100 m²,3,2,Null
861,"5,9 tỷ","Quận 7, Hồ Chí Minh",102 m²,"57,84 tr/m²",2,2
861,32 tỷ,"Long Biên, Hà Nội",122 m²,"262,3 tr/m²",6,5
861,"12,4 tỷ","Hai Bà Trưng, Hà Nội",38 m²,"326,32 tr/m²",3,4
861,"9,5 tỷ","Quận 10, Hồ Chí Minh",50 m²,190 tr/m²,6,Null
862,Giá thỏa thuận,"Quận 12, Hồ Chí Minh",100 m²,3,2,Null
862,"5,9 tỷ","Quận 7, Hồ Chí Minh",102 m²,"57,84 tr/m²",2,2
862,32 tỷ,"Long Biên, Hà Nội",122 m²,"262,3 tr/m²",6,5
862,"12,4 tỷ","Hai Bà Trưng, Hà Nội",38 m²,"326,32 tr/m²",3,4
862,"9,5 tỷ","Quận 10, Hồ Chí Minh",50 m²,190 tr/m²,6,Null
862,"7,4 tỷ","Ngũ Hành Sơn, Đà Nẵng",115 m²,"64,35 tr/m²",8,9
862,"6,8 tỷ","Ba Đình, Hà Nội",42 m²,"161,9 tr/m²",3,4
862,"11,2 tỷ","Nam Từ Liêm, Hà Nội",46 m²,"243,48 tr/m²",3,4
862,"9,3 tỷ","Nam Từ Liêm, Hà Nội",34 m²,"273,53 tr/m²",5,6
862,"7,15 tỷ","Nhà Bè, Hồ Chí Minh",64 m²,"111,72 tr/m²",4,5
862,"2,3 tỷ","Đà Lạt, Lâm Đồng",55 m²,"41,82 tr/m²",3,2
862,"7,8 tỷ","Quận 8, Hồ Chí Minh",120 m²,65 tr/m²,4,4
862,Giá thỏa thuận,"Đông Anh, Hà Nội",75 m²,6,6,Null
862,"8,3 tỷ","Điện Biên Phủ, Điện Biên",75 m²,"110,67 tr/m²",4,3
862,Giá thỏa thuận,"Hoài Đức, Hà Nội",37 m²,2,2,Null
862,"15,2 tỷ","Tây Hồ, Hà Nội",36 m²,"422,22 tr/m²",2,4
862,"20,5 tỷ","Đồ Sơn, Hải Phòng",136 m²,"150,74 tr/m²",8,Null
862,"5,3 tỷ","Nhà Bè, Hồ Chí Minh",62 m²,"85,48 tr/m²",4,3
862,29 tỷ,"Hạ Long, Quảng Ninh",225 m²,"128,89 tr/m²",6,6
862,"5,45 tỷ","Quận 8, Hồ Chí Minh",55 m²,"99,09 tr/m²",4,4
863,29 tỷ,"Hạ Long, Quảng Ninh",225 m²,"128,89 tr/m²",6,6
863,"5,45 tỷ","Quận 8, Hồ Chí Minh",55 m²,"99,09 tr/m²",4,4
863,Giá thỏa thuận,"Tân Bình, Hồ Chí Minh",60 m²,4,5,Null
863,"5,95 tỷ","Cầu Giấy, Hà Nội",33 m²,"180,3 tr/m²",3,4
863,25 tỷ,"Hải Châu, Đà Nẵng",125 m²,200 tr/m²,6,Null
863,"5,8 tỷ","Nhà Bè, Hồ Chí Minh","97,2 m²","59,67 tr/m²",4,5
863,"4,3 tỷ","Thanh Khê, Đà Nẵng",100 m²,43 tr/m²,3,Null
863,"32,5 tỷ","Quận 3, Hồ Chí Minh",78 m²,"416,67 tr/m²",6,6
863,"8,9 tỷ","Bình Chánh, Hồ Chí Minh",168 m²,"52,98 tr/m²",5,3
863,"6,4 tỷ","Văn Giang, Hưng Yên",48 m²,"133,33 tr/m²",5,5
863,32 tỷ,"Cầu Giấy, Hà Nội",66 m²,"484,85 tr/m²",5,5
863,120 tỷ,"Tây Hồ, Hà Nội",160 m²,750 tr/m²,4,4
863,"23,69 tỷ","Tân Bình, Hồ Chí Minh",140 m²,"169,21 tr/m²",3,3
863,"5,95 tỷ","Hải Châu, Đà Nẵng",72 m²,"82,64 tr/m²",3,Null
863,"7,48 tỷ","Từ Sơn, Bắc Ninh",120 m²,"62,37 tr/m²",4,4
863,"80,4 tỷ","Nam Từ Liêm, Hà Nội",268 m²,300 tr/m²,5,5
863,"27,73 tỷ","Hà Đông, Hà Nội",170 m²,"163,12 tr/m²",4,4
863,"22,8 tỷ","Ba Đình, Hà Nội",155 m²,"147,1 tr/m²",3,2
863,Giá thỏa thuận,"Bình Chánh, Hồ Chí Minh","123,2 m²",3,2,Null
863,9 tỷ,"Tây Hồ, Hà Nội",48 m²,"187,5 tr/m²",4,4
864,Giá thỏa thuận,"Bình Chánh, Hồ Chí Minh","123,2 m²",3,2,Null
864,9 tỷ,"Tây Hồ, Hà Nội",48 m²,"187,5 tr/m²",4,4
864,29 tỷ,"Quận 7, Hồ Chí Minh",100 m²,290 tr/m²,5,5
864,7 tỷ,"Sơn Trà, Đà Nẵng",80 m²,"87,5 tr/m²",2,1
864,"2,85 tỷ","Gò Vấp, Hồ Chí Minh","22,4 m²","127,23 tr/m²",2,2
864,"9,6 tỷ","Ba Đình, Hà Nội",73 m²,"131,51 tr/m²",4,3
864,"3,38 tỷ","Gò Vấp, Hồ Chí Minh",27 m²,"125,18 tr/m²",2,2
864,Giá thỏa thuận,"Móng Cái, Quảng Ninh",60 m²,6,6,Null
864,"4,3 tỷ","Thủ Đức, Hồ Chí Minh",58 m²,"74,14 tr/m²",4,4
864,"23,8 tỷ","Cầu Giấy, Hà Nội",102 m²,"233,33 tr/m²",5,Null
864,"4,4 tỷ","Thanh Trì, Hà Nội",35 m²,"125,71 tr/m²",3,3
864,"6,75 tỷ","Gò Vấp, Hồ Chí Minh",65 m²,"103,85 tr/m²",4,5
864,"6,9 tỷ","Tân Bình, Hồ Chí Minh",44 m²,"156,82 tr/m²",2,1
864,22 tỷ,"Cầu Giấy, Hà Nội",55 m²,400 tr/m²,6,6
864,23 tỷ,"Ba Đình, Hà Nội",105 m²,"219,05 tr/m²",5,7
864,12 tỷ,"Vũng Tàu, Bà Rịa Vũng Tàu",87 m²,"137,93 tr/m²",3,4
864,9 tỷ,"Bình Thạnh, Hồ Chí Minh",65 m²,"138,46 tr/m²",4,5
864,"51,8 tỷ","Quận 12, Hồ Chí Minh",613 m²,"84,5 tr/m²",34,35
864,"10,2 tỷ","Quận 8, Hồ Chí Minh",60 m²,170 tr/m²,5,4
864,"14,3 tỷ","Gò Vấp, Hồ Chí Minh",135 m²,"105,93 tr/m²",4,5
865,"10,2 tỷ","Quận 8, Hồ Chí Minh",60 m²,170 tr/m²,5,4
865,"14,3 tỷ","Gò Vấp, Hồ Chí Minh",135 m²,"105,93 tr/m²",4,5
865,"9,3 tỷ","Bình Tân, Hồ Chí Minh",90 m²,"103,33 tr/m²",4,4
865,Giá thỏa thuận,"Đông Anh, Hà Nội",70 m²,4,4,Null
865,"14,2 tỷ","Quận 3, Hồ Chí Minh",80 m²,"177,5 tr/m²",3,2
865,21 tỷ,"Thủ Đức, Hồ Chí Minh","215,1 m²","97,63 tr/m²",21,21
865,"63,5 tỷ","Long Biên, Hà Nội",275 m²,"230,91 tr/m²",5,5
865,"12,7 tỷ","Thủy Nguyên, Hải Phòng",90 m²,"141,11 tr/m²",10,5
865,39 tỷ,"Tân Bình, Hồ Chí Minh",235 m²,"165,96 tr/m²",4,Null
865,"12,8 tỷ","Cầu Giấy, Hà Nội",50 m²,256 tr/m²,6,4
865,94 tỷ,"Long Biên, Hà Nội",259 m²,"362,93 tr/m²",6,Null
865,"2,6 tỷ","Liên Chiểu, Đà Nẵng","62,5 m²","41,6 tr/m²",1,1
865,"15,5 tỷ","Quận 10, Hồ Chí Minh",149 m²,"104,03 tr/m²",5,6
865,Giá thỏa thuận,"Đông Anh, Hà Nội","82,5 m²",6,5,Null
865,"12,6 tỷ","Thanh Xuân, Hà Nội",46 m²,"273,91 tr/m²",6,6
865,"44,8 tỷ","Xuyên Mộc, Bà Rịa Vũng Tàu",384 m²,"116,67 tr/m²",3,Null
865,Giá thỏa thuận,"Quận 8, Hồ Chí Minh","73,6 m²",4,5,Null
865,"3,9 tỷ","Hà Đông, Hà Nội",45 m²,"86,67 tr/m²",4,3
865,"5,45 tỷ","Thanh Khê, Đà Nẵng",73 m²,"74,66 tr/m²",4,5
865,"15,5 tỷ","Ba Đình, Hà Nội",74 m²,"209,46 tr/m²",5,5
866,Giá thỏa thuận,"Quận 8, Hồ Chí Minh","73,6 m²",4,5,Null
866,"3,9 tỷ","Hà Đông, Hà Nội",45 m²,"86,67 tr/m²",4,3
866,"5,45 tỷ","Thanh Khê, Đà Nẵng",73 m²,"74,66 tr/m²",4,5
866,"15,5 tỷ","Ba Đình, Hà Nội",74 m²,"209,46 tr/m²",5,5
866,13 tỷ,"Đà Lạt, Lâm Đồng",72 m²,"180,56 tr/m²",17,17
866,Giá thỏa thuận,"Từ Sơn, Bắc Ninh",135 m²,4,5,Null
866,"13,5 tỷ","Bình Thạnh, Hồ Chí Minh",80 m²,"168,75 tr/m²",4,Null
866,"6,7 tỷ","Bình Thạnh, Hồ Chí Minh",50 m²,134 tr/m²,2,3
866,"20,8 tỷ","Hoàng Mai, Hà Nội",116 m²,"179,31 tr/m²",4,5
866,35 tỷ,"Quận 10, Hồ Chí Minh",97 m²,"360,82 tr/m²",6,7
866,"8,9 tỷ","Hà Đông, Hà Nội",38 m²,"234,21 tr/m²",4,4
866,"8,9 tỷ","Thủ Đức, Hồ Chí Minh","137,3 m²","64,82 tr/m²",13,13
866,"12,2 tỷ","Đống Đa, Hà Nội",50 m²,244 tr/m²,4,3
866,"12,8 tỷ","Ba Đình, Hà Nội",59 m²,"216,95 tr/m²",3,3
866,"14,2 tỷ","Hà Đông, Hà Nội",50 m²,284 tr/m²,5,6
866,"1,95 tỷ","Quận 8, Hồ Chí Minh",21 m²,"92,86 tr/m²",2,2
866,"12,5 tỷ","Phú Quốc, Kiên Giang",90 m²,"138,89 tr/m²",6,7
866,"20,5 tỷ","Bình Thạnh, Hồ Chí Minh","303,5 m²","67,54 tr/m²",4,4
866,9 tỷ,"Ba Đình, Hà Nội",46 m²,"195,67 tr/m²",6,6
866,22 tỷ,"Ba Đình, Hà Nội",85 m²,"258,82 tr/m²",6,6
867,"20,5 tỷ","Bình Thạnh, Hồ Chí Minh","303,5 m²","67,54 tr/m²",4,4
867,9 tỷ,"Ba Đình, Hà Nội",46 m²,"195,67 tr/m²",6,6
867,22 tỷ,"Ba Đình, Hà Nội",85 m²,"258,82 tr/m²",6,6
867,"10,5 tỷ","Đống Đa, Hà Nội",40 m²,"262,5 tr/m²",4,Null
867,"13,9 tỷ","Đà Lạt, Lâm Đồng",300 m²,"46,33 tr/m²",4,4
867,96 tỷ,"Quận 2, Hồ Chí Minh",503 m²,"190,86 tr/m²",6,6
867,"7,5 tỷ","Hai Bà Trưng, Hà Nội",36 m²,"208,33 tr/m²",7,5
867,"11,05 tỷ","Bình Chánh, Hồ Chí Minh",98 m²,"112,76 tr/m²",3,4
867,"7,5 tỷ","Tân Bình, Hồ Chí Minh",60 m²,125 tr/m²,2,2
867,"18,9 tỷ","Hà Đông, Hà Nội",90 m²,210 tr/m²,5,4
867,"5,1 tỷ","Phú Nhuận, Hồ Chí Minh","29,9 m²","170,57 tr/m²",2,3
867,5 tỷ,"Ba Đình, Hà Nội",33 m²,"151,51 tr/m²",3,Null
867,"9,4 tỷ","Thanh Xuân, Hà Nội",70 m²,"134,29 tr/m²",4,2
867,"9,5 tỷ","Tân Phú, Hồ Chí Minh",75 m²,"126,67 tr/m²",4,4
867,"4,7 tỷ","Bình Tân, Hồ Chí Minh",40 m²,"117,5 tr/m²",4,3
867,"5,5 tỷ","Bình Tân, Hồ Chí Minh",60 m²,"91,67 tr/m²",2,2
867,"2,08 tỷ","Dĩ An, Bình Dương","65,6 m²","31,71 tr/m²",2,1
867,"4,25 tỷ","Bình Thạnh, Hồ Chí Minh",27 m²,"157,41 tr/m²",2,2
867,"14,5 tỷ","Hà Đông, Hà Nội",75 m²,"193,33 tr/m²",6,Null
867,"7,9 tỷ","Gò Vấp, Hồ Chí Minh",44 m²,"179,54 tr/m²",3,3
868,"2,08 tỷ","Dĩ An, Bình Dương","65,6 m²","31,71 tr/m²",2,1
868,"4,25 tỷ","Bình Thạnh, Hồ Chí Minh",27 m²,"157,41 tr/m²",2,2
868,"14,5 tỷ","Hà Đông, Hà Nội",75 m²,"193,33 tr/m²",6,Null
868,"7,9 tỷ","Gò Vấp, Hồ Chí Minh",44 m²,"179,54 tr/m²",3,3
868,Giá thỏa thuận,"Hoài Đức, Hà Nội",188 m²,5,3,Null
868,"5,7 tỷ","Quận 8, Hồ Chí Minh",60 m²,95 tr/m²,2,2
868,"24,9 tỷ","Ba Đình, Hà Nội",71 m²,"350,7 tr/m²",4,4
868,"5,1 tỷ","Long Biên, Hà Nội",39 m²,"130,77 tr/m²",4,Null
868,"3,29 tỷ","Bình Thạnh, Hồ Chí Minh",20 m²,"164,5 tr/m²",2,2
