Page,Price,Location,Area,Price/m2,BedRoom,Toilet
512,73 tỷ,"Hoàn Kiếm, Hà Nội",100 m²,730 tr/m²,14,12
512,"11,9 tỷ","Tây Hồ, Hà Nội",40 m²,"297,5 tr/m²",3,Null
512,"1,49 tỷ","Quận 7, Hồ Chí Minh",20 m²,"74,5 tr/m²",2,2
512,"20,9 tỷ","Nhơn Trạch, Đồng Nai",334 m²,"62,58 tr/m²",5,5
512,18 tỷ,"Quận 7, Hồ Chí Minh",150 m²,120 tr/m²,7,8
512,"15,9 tỷ","Văn Giang, Hưng Yên",120 m²,"132,5 tr/m²",10,7
513,"59,5 tỷ","Tây Hồ, Hà Nội",105 m²,"566,67 tr/m²",12,Null
513,"3,75 tỷ","Nhà Bè, Hồ Chí Minh",60 m²,"62,5 tr/m²",2,2
513,"3,76 tỷ","Gò Vấp, Hồ Chí Minh",45 m²,"83,56 tr/m²",3,2
513,"3,4 tỷ","Đống Đa, Hà Nội",42 m²,"80,95 tr/m²",2,2
513,"2,45 tỷ","Lê Chân, Hải Phòng",45 m²,"54,44 tr/m²",3,3
513,"4,4 tỷ","Đống Đa, Hà Nội",25 m²,176 tr/m²,3,4
513,"3,7 tỷ","Bình Tân, Hồ Chí Minh",68 m²,"54,41 tr/m²",2,2
513,9 tỷ,"Văn Giang, Hưng Yên",65 m²,"138,46 tr/m²",9,5
513,"11,2 tỷ","Ngũ Hành Sơn, Đà Nẵng",450 m²,"24,89 tr/m²",3,3
513,"16,8 tỷ","Cầu Giấy, Hà Nội",90 m²,"186,67 tr/m²",21,21
513,"6,3 tỷ","Văn Giang, Hưng Yên",52 m²,"121,15 tr/m²",8,5
513,"10,5 tỷ","Hà Đông, Hà Nội",66 m²,"159,01 tr/m²",8,4
513,"4,5 tỷ","Biên Hòa, Đồng Nai",100 m²,45 tr/m²,4,3
513,"14,2 tỷ","Ngũ Hành Sơn, Đà Nẵng",420 m²,"33,81 tr/m²",3,4
513,7 tỷ,"Thanh Xuân, Hà Nội",40 m²,175 tr/m²,4,3
513,27 tỷ,"Hoàng Mai, Hà Nội",150 m²,180 tr/m²,5,4
513,"9,29 tỷ","Văn Giang, Hưng Yên",78 m²,"119,1 tr/m²",8,4
513,"10,8 tỷ","Thanh Xuân, Hà Nội",60 m²,180 tr/m²,12,12
513,"13,9 tỷ","Quận 7, Hồ Chí Minh",100 m²,139 tr/m²,4,5
513,"15,3 tỷ","Đống Đa, Hà Nội",54 m²,"283,33 tr/m²",4,Null
514,"15,3 tỷ","Đống Đa, Hà Nội",54 m²,"283,33 tr/m²",4,Null
514,"26,5 tỷ","Long Biên, Hà Nội",115 m²,"230,44 tr/m²",4,Null
514,21 tỷ,"Ngũ Hành Sơn, Đà Nẵng",300 m²,70 tr/m²,4,6
514,"8,7 tỷ","Nhà Bè, Hồ Chí Minh",95 m²,"91,58 tr/m²",4,5
514,"4,1 tỷ","Nhà Bè, Hồ Chí Minh",45 m²,"91,11 tr/m²",2,2
514,"7,4 tỷ","Văn Giang, Hưng Yên",64 m²,"115,62 tr/m²",10,5
514,"5,9 tỷ","Bình Tân, Hồ Chí Minh",56 m²,"105,36 tr/m²",4,5
514,"7,5 tỷ","Thanh Xuân, Hà Nội",34 m²,"220,59 tr/m²",5,5
514,"3,85 tỷ","Hải Châu, Đà Nẵng",50 m²,77 tr/m²,3,3
514,"6,8 tỷ","Quận 11, Hồ Chí Minh",45 m²,"151,11 tr/m²",4,3
514,Giá thỏa thuận,"Quận 8, Hồ Chí Minh","48,9 m²",4,4,Null
514,"23,5 tỷ","Hà Đông, Hà Nội",85 m²,"276,47 tr/m²",4,4
514,14 tỷ,"Quận 11, Hồ Chí Minh",78 m²,"179,49 tr/m²",3,2
514,"8,5 tỷ","Nam Từ Liêm, Hà Nội",56 m²,"151,79 tr/m²",9,9
514,"14,9 tỷ","Đông Anh, Hà Nội",70 m²,"212,86 tr/m²",4,4
514,"5,48 tỷ","Quận 11, Hồ Chí Minh",60 m²,"91,33 tr/m²",4,3
514,"8,6 tỷ","Hải Châu, Đà Nẵng",84 m²,"102,38 tr/m²",4,5
514,"4,6 tỷ","Dĩ An, Bình Dương",86 m²,"53,49 tr/m²",2,2
514,"13,8 tỷ","Cầu Giấy, Hà Nội",40 m²,345 tr/m²,5,4
514,22 tỷ,"Cầu Giấy, Hà Nội",90 m²,"244,44 tr/m²",25,25
515,"13,2 tỷ","Thanh Xuân, Hà Nội",60 m²,220 tr/m²,12,12
515,"6,5 tỷ","Ngũ Hành Sơn, Đà Nẵng",100 m²,65 tr/m²,4,5
515,"16,6 tỷ","Hoài Đức, Hà Nội",110 m²,"150,91 tr/m²",5,5
515,"5,1 tỷ","Phú Nhuận, Hồ Chí Minh","24,6 m²","207,32 tr/m²",3,3
515,"6,4 tỷ","Hải Châu, Đà Nẵng",105 m²,"60,95 tr/m²",2,2
515,"8,9 tỷ","Nhà Bè, Hồ Chí Minh","92,4 m²","96,32 tr/m²",4,5
515,32 tỷ,"Quận 7, Hồ Chí Minh",180 m²,"177,78 tr/m²",42,Null
515,"5,5 tỷ","Nhà Bè, Hồ Chí Minh",52 m²,"105,77 tr/m²",4,5
515,"6,59 tỷ","Quận 6, Hồ Chí Minh",66 m²,"99,85 tr/m²",3,3
515,"5,85 tỷ","Hoàng Mai, Hà Nội",48 m²,"121,88 tr/m²",4,4
515,"16,9 tỷ","Phú Nhuận, Hồ Chí Minh",62 m²,"272,58 tr/m²",5,6
515,"2,66 tỷ","Nhà Bè, Hồ Chí Minh","24,5 m²","108,57 tr/m²",2,2
515,"19,9 tỷ","Quận 7, Hồ Chí Minh",80 m²,"248,75 tr/m²",16,16
515,"11,8 tỷ","Phú Nhuận, Hồ Chí Minh",63 m²,"187,3 tr/m²",4,5
515,8 tỷ,"Hai Bà Trưng, Hà Nội",43 m²,"186,05 tr/m²",9,9
515,"8,25 tỷ","Hoàng Mai, Hà Nội",60 m²,"137,5 tr/m²",3,2
515,"4,9 tỷ","Quận 8, Hồ Chí Minh",151 m²,"32,45 tr/m²",2,3
515,"8,6 tỷ","Nhà Bè, Hồ Chí Minh",84 m²,"102,38 tr/m²",4,5
515,10 tỷ,"Ngô Quyền, Hải Phòng",124 m²,"80,64 tr/m²",1,1
515,"5,15 tỷ","Hoàng Mai, Hà Nội",30 m²,"171,67 tr/m²",3,4
516,"5,15 tỷ","Hoàng Mai, Hà Nội",30 m²,"171,67 tr/m²",3,4
516,"2,35 tỷ","Nhà Bè, Hồ Chí Minh",30 m²,"78,33 tr/m²",2,2
516,"13,2 tỷ","Bình Thạnh, Hồ Chí Minh",105 m²,"125,71 tr/m²",5,Null
516,"5,6 tỷ","Ninh Kiều, Cần Thơ","70,5 m²","79,43 tr/m²",6,5
516,"5,2 tỷ","Hoàng Mai, Hà Nội",33 m²,"157,58 tr/m²",3,4
516,"6,5 tỷ","Nhà Bè, Hồ Chí Minh",76 m²,"85,53 tr/m²",3,4
516,"6,8 tỷ","Văn Giang, Hưng Yên","62,5 m²","108,8 tr/m²",5,Null
516,10 tỷ,"Bà Rịa, Bà Rịa Vũng Tàu",562 m²,"17,79 tr/m²",3,2
516,Giá thỏa thuận,"Biên Hòa, Đồng Nai",100 m²,3,2,Null
516,"5,47 tỷ","Quận 7, Hồ Chí Minh",180 m²,"30,39 tr/m²",3,3
516,"6,5 tỷ","Quận 7, Hồ Chí Minh",36 m²,"180,56 tr/m²",3,4
516,60 tỷ,"Bắc Từ Liêm, Hà Nội",200 m²,300 tr/m²,6,5
516,18 tỷ,"Hà Đông, Hà Nội",52 m²,"346,14 tr/m²",4,5
516,"6,2 tỷ","Nhà Bè, Hồ Chí Minh",52 m²,"119,23 tr/m²",4,5
516,"13,5 tỷ","Phúc Yên, Vĩnh Phúc",150 m²,90 tr/m²,3,Null
516,"11,6 tỷ","Phú Nhuận, Hồ Chí Minh",70 m²,"165,71 tr/m²",6,7
516,"8,25 tỷ","Hà Đông, Hà Nội",35 m²,"235,71 tr/m²",3,3
516,"4,05 tỷ","Bình Tân, Hồ Chí Minh",40 m²,"101,25 tr/m²",2,2
516,"7,9 tỷ","Văn Giang, Hưng Yên",60 m²,"131,67 tr/m²",8,5
516,"17,3 tỷ","Hà Đông, Hà Nội",78 m²,"221,8 tr/m²",6,7
517,80 tỷ,"Hoàng Mai, Hà Nội",355 m²,"225,35 tr/m²",20,22
517,"9,7 tỷ","Tân Bình, Hồ Chí Minh",90 m²,"107,78 tr/m²",15,Null
517,"4,3 tỷ","Dĩ An, Bình Dương",60 m²,"71,67 tr/m²",3,2
517,8 tỷ,"Tân Bình, Hồ Chí Minh",50 m²,160 tr/m²,4,3
517,"18,2 tỷ","Long Biên, Hà Nội",75 m²,"242,67 tr/m²",4,5
517,350 triệu,"Hóc Môn, Hồ Chí Minh",55 m²,"6,36 tr/m²",2,2
517,"7,5 tỷ","Gò Vấp, Hồ Chí Minh",60 m²,125 tr/m²,4,5
517,"26,8 tỷ","Hà Đông, Hà Nội",170 m²,"157,65 tr/m²",4,4
517,"13,6 tỷ","Hà Đông, Hà Nội",63 m²,"215,87 tr/m²",4,5
517,"6,6 tỷ","Văn Giang, Hưng Yên",48 m²,"137,5 tr/m²",8,5
517,"7,9 tỷ","Quận 11, Hồ Chí Minh",32 m²,"246,88 tr/m²",3,3
517,"19,5 tỷ","Phú Nhuận, Hồ Chí Minh",70 m²,"278,57 tr/m²",10,10
517,"4,5 tỷ","Thanh Xuân, Hà Nội",25 m²,180 tr/m²,3,4
517,"5,4 tỷ","Đan Phượng, Hà Nội",66 m²,"81,82 tr/m²",6,4
517,"12,5 tỷ","Hoài Đức, Hà Nội",91 m²,"137,36 tr/m²",5,5
517,"7,85 tỷ","Hà Đông, Hà Nội",38 m²,"206,58 tr/m²",1,1
517,"10,9 tỷ","Thanh Xuân, Hà Nội",41 m²,"265,85 tr/m²",5,Null
517,"20,5 tỷ","Quận 9, Hồ Chí Minh",98 m²,"209,18 tr/m²",5,4
517,"7,7 tỷ","Quận 11, Hồ Chí Minh",42 m²,"183,33 tr/m²",6,7
517,"13,5 tỷ","Quận 7, Hồ Chí Minh",80 m²,"168,75 tr/m²",5,5
518,"13,5 tỷ","Quận 7, Hồ Chí Minh",80 m²,"168,75 tr/m²",5,5
518,"3,49 tỷ","Quận 12, Hồ Chí Minh",50 m²,"69,8 tr/m²",3,1
518,17 tỷ,"Quận 9, Hồ Chí Minh",123 m²,"138,21 tr/m²",5,5
518,"6,2 tỷ","Nha Trang, Khánh Hòa",75 m²,"82,67 tr/m²",5,6
518,"5,1 tỷ","Cẩm Phả, Quảng Ninh",75 m²,68 tr/m²,4,3
518,"7,5 tỷ","Văn Giang, Hưng Yên",65 m²,"115,38 tr/m²",4,4
518,"2,35 tỷ","Hai Bà Trưng, Hà Nội","18,1 m²","129,83 tr/m²",2,1
518,"11,2 tỷ","Văn Giang, Hưng Yên",98 m²,"114,29 tr/m²",6,5
518,"8,5 tỷ","Tân Bình, Hồ Chí Minh",80 m²,"106,25 tr/m²",4,5
518,"7,6 tỷ","Lào Cai, Lào Cai",100 m²,76 tr/m²,3,4
518,20 tỷ,"Hà Đông, Hà Nội",135 m²,"148,14 tr/m²",1,1
518,10 tỷ,"Gò Vấp, Hồ Chí Minh",140 m²,"71,43 tr/m²",3,2
518,"6,3 tỷ","Tân Bình, Hồ Chí Minh",43 m²,"146,51 tr/m²",7,6
518,"16,8 tỷ","Cầu Giấy, Hà Nội",90 m²,"186,67 tr/m²",21,21
518,7 tỷ,"Quận 10, Hồ Chí Minh",31 m²,"225,81 tr/m²",3,4
518,"177,5 tỷ","Hoàn Kiếm, Hà Nội",260 m²,"682,69 tr/m²",8,8
518,"6,8 tỷ","Quận 7, Hồ Chí Minh","54,6 m²","124,54 tr/m²",4,4
518,"9,6 tỷ","Long Biên, Hà Nội",52 m²,"184,62 tr/m²",4,5
518,"12,5 tỷ","Phú Nhuận, Hồ Chí Minh",80 m²,"156,25 tr/m²",4,5
518,"3,49 tỷ","Quận 12, Hồ Chí Minh",50 m²,"69,8 tr/m²",2,2
519,"12,5 tỷ","Phú Nhuận, Hồ Chí Minh",80 m²,"156,25 tr/m²",4,5
519,"3,49 tỷ","Quận 12, Hồ Chí Minh",50 m²,"69,8 tr/m²",2,2
519,"28,8 tỷ","Hà Đông, Hà Nội",160 m²,180 tr/m²,4,5
519,"9,5 tỷ","Thanh Xuân, Hà Nội",50 m²,190 tr/m²,6,Null
519,"13,8 tỷ","Hoài Đức, Hà Nội",96 m²,"143,75 tr/m²",5,5
519,"3,35 tỷ","Thủ Đức, Hồ Chí Minh","79,9 m²","41,93 tr/m²",2,1
519,27 tỷ,"Hà Đông, Hà Nội",145 m²,"186,2 tr/m²",3,3
519,Giá thỏa thuận,"Bình Thạnh, Hồ Chí Minh",58 m²,3,3,Null
519,"3,7 tỷ","Quận 8, Hồ Chí Minh","28,3 m²","130,74 tr/m²",2,2
519,"18,5 tỷ","Quận 3, Hồ Chí Minh",47 m²,"393,62 tr/m²",4,5
519,"16,5 tỷ","Quận 12, Hồ Chí Minh",339 m²,"48,67 tr/m²",2,2
519,"7,05 tỷ","Đống Đa, Hà Nội",34 m²,"207,35 tr/m²",4,5
519,"3,3 tỷ","Hà Đông, Hà Nội",60 m²,55 tr/m²,2,1
519,29 tỷ,"Đống Đa, Hà Nội",75 m²,"386,67 tr/m²",7,4
519,10 tỷ,"Ba Đình, Hà Nội",31 m²,"322,58 tr/m²",4,4
519,"8,8 tỷ","Đống Đa, Hà Nội",47 m²,"187,23 tr/m²",3,3
519,"17,7 tỷ","Long Biên, Hà Nội",100 m²,177 tr/m²,4,Null
519,"13,9 tỷ","Quận 8, Hồ Chí Minh",80 m²,"173,75 tr/m²",9,Null
519,Giá thỏa thuận,"Bình Chánh, Hồ Chí Minh",95 m²,4,3,Null
519,"6,95 tỷ","Tân Bình, Hồ Chí Minh",40 m²,"173,75 tr/m²",2,2
520,"14,2 tỷ","Long Biên, Hà Nội",55 m²,"258,18 tr/m²",4,4
520,25 tỷ,"Quận 2, Hồ Chí Minh",150 m²,"166,67 tr/m²",5,Null
520,"4,5 tỷ","Hoài Đức, Hà Nội",36 m²,125 tr/m²,4,Null
520,"5,5 tỷ","Quận 12, Hồ Chí Minh",82 m²,"67,07 tr/m²",4,5
520,22 tỷ,"Củ Chi, Hồ Chí Minh",1.275 m²,"17,26 tr/m²",2,2
520,"22,5 tỷ","Cầu Giấy, Hà Nội",175 m²,"128,57 tr/m²",5,4
520,"7,9 tỷ","Hà Đông, Hà Nội",40 m²,"197,5 tr/m²",4,Null
520,"6,89 tỷ","Gò Vấp, Hồ Chí Minh",75 m²,"91,87 tr/m²",4,5
520,Giá thỏa thuận,"Hóc Môn, Hồ Chí Minh",322 m²,2,2,Null
520,21 tỷ,"Quận 9, Hồ Chí Minh",180 m²,"116,67 tr/m²",4,4
520,26 tỷ,"Nam Từ Liêm, Hà Nội",100 m²,260 tr/m²,5,5
520,"5,25 tỷ","Thanh Xuân, Hà Nội",30 m²,175 tr/m²,3,Null
520,"3,18 tỷ","Quận 5, Hồ Chí Minh","15,53 m²","204,76 tr/m²",3,3
520,87 tỷ,"Ba Đình, Hà Nội",280 m²,"310,71 tr/m²",4,5
520,"4,55 tỷ","Hai Bà Trưng, Hà Nội",25 m²,182 tr/m²,3,4
520,12 tỷ,"Hoàng Mai, Hà Nội",97 m²,"123,71 tr/m²",3,3
520,"3,85 tỷ","Hai Bà Trưng, Hà Nội",25 m²,154 tr/m²,3,2
520,"7,5 tỷ","Dĩ An, Bình Dương",102 m²,"73,53 tr/m²",6,6
520,"36,9 tỷ","Bình Tân, Hồ Chí Minh",267 m²,"138,2 tr/m²",6,6
520,"5,2 tỷ","Quận 3, Hồ Chí Minh","33,6 m²","154,76 tr/m²",4,3
521,"4,5 tỷ","Hồng Bàng, Hải Phòng",54 m²,"83,33 tr/m²",4,2
521,"13,3 tỷ","Long Biên, Hà Nội",68 m²,"195,59 tr/m²",5,4
521,51 tỷ,"Cầu Giấy, Hà Nội",160 m²,"318,75 tr/m²",12,12
521,"53,5 tỷ","Hoàn Kiếm, Hà Nội",155 m²,"345,16 tr/m²",3,Null
521,"14,2 tỷ","Quận 2, Hồ Chí Minh",100 m²,142 tr/m²,2,2
521,"3,4 tỷ","Tân An, Long An",100 m²,34 tr/m²,2,2
521,Giá thỏa thuận,"Hải Châu, Đà Nẵng",80 m²,4,3,Null
521,60 tỷ,"Ba Đình, Hà Nội",112 m²,"535,71 tr/m²",6,6
521,"2,2 tỷ","Thủ Dầu Một, Bình Dương",110 m²,"19,99 tr/m²",2,1
521,"8,4 tỷ","Nam Từ Liêm, Hà Nội",62 m²,"135,48 tr/m²",3,4
521,90 tỷ,"Tây Hồ, Hà Nội",250 m²,360 tr/m²,11,12
521,"15,2 tỷ","Long Biên, Hà Nội",75 m²,"202,67 tr/m²",5,5
521,"14,5 tỷ","Đống Đa, Hà Nội",52 m²,"278,85 tr/m²",5,5
521,35 tỷ,"Quận 1, Hồ Chí Minh",64 m²,"546,88 tr/m²",2,2
521,"25,8 tỷ","Tây Hồ, Hà Nội",90 m²,"286,67 tr/m²",12,14
521,"6,8 tỷ","Quận 12, Hồ Chí Minh",80 m²,85 tr/m²,2,2
521,"14,5 tỷ","Tây Hồ, Hà Nội",60 m²,"241,67 tr/m²",10,11
521,"5,2 tỷ","Quận 12, Hồ Chí Minh","66,2 m²","78,55 tr/m²",4,4
521,"7,25 tỷ","Bình Thạnh, Hồ Chí Minh",46 m²,"157,61 tr/m²",4,Null
521,"9,9 tỷ","Quận 12, Hồ Chí Minh",200 m²,"49,5 tr/m²",5,4
522,"7,25 tỷ","Bình Thạnh, Hồ Chí Minh",46 m²,"157,61 tr/m²",4,Null
522,"9,9 tỷ","Quận 12, Hồ Chí Minh",200 m²,"49,5 tr/m²",5,4
522,"5,2 tỷ","Đống Đa, Hà Nội",27 m²,"192,59 tr/m²",4,3
522,"13,9 tỷ","Tây Hồ, Hà Nội",33 m²,"421,21 tr/m²",3,5
522,56 tỷ,"Hoàng Mai, Hà Nội",267 m²,"209,74 tr/m²",8,6
522,"7,5 tỷ","Tây Hồ, Hà Nội",66 m²,"113,64 tr/m²",4,4
522,820 triệu,"Quận 12, Hồ Chí Minh",20 m²,41 tr/m²,2,Null
522,"5,7 tỷ","Quận 9, Hồ Chí Minh",75 m²,76 tr/m²,2,2
522,"11,6 tỷ","Đống Đa, Hà Nội","35,7 m²","324,93 tr/m²",5,5
522,"16,4 tỷ","Đống Đa, Hà Nội","53,8 m²","304,83 tr/m²",5,Null
522,"8,68 tỷ","Quận 12, Hồ Chí Minh",100 m²,"86,8 tr/m²",4,Null
522,"6,5 tỷ","Lê Chân, Hải Phòng",58 m²,"112,07 tr/m²",5,4
522,"4,66 tỷ","Long Biên, Hà Nội",133 m²,35 tr/m²,4,3
522,16 tỷ,"Dĩ An, Bình Dương",433 m²,"36,95 tr/m²",3,1
522,"34,8 tỷ","Thanh Xuân, Hà Nội",86 m²,"404,65 tr/m²",8,8
522,"8,85 tỷ","Hà Đông, Hà Nội",37 m²,"239,19 tr/m²",6,7
522,"7,7 tỷ","Từ Sơn, Bắc Ninh",135 m²,"57,04 tr/m²",3,5
522,"3,95 tỷ","Đống Đa, Hà Nội",25 m²,158 tr/m²,2,4
522,"16,5 tỷ","Dĩ An, Bình Dương","219,3 m²","75,24 tr/m²",4,2
522,19 tỷ,"Bình Chánh, Hồ Chí Minh",100 m²,190 tr/m²,5,6
523,19 tỷ,"Bình Chánh, Hồ Chí Minh",100 m²,190 tr/m²,5,6
523,"7,5 tỷ","Dĩ An, Bình Dương",85 m²,"88,24 tr/m²",6,3
523,"48,5 tỷ","Hà Đông, Hà Nội",150 m²,"323,33 tr/m²",5,5
523,32 tỷ,"Bình Thạnh, Hồ Chí Minh",116 m²,"275,86 tr/m²",3,4
523,88 tỷ,"Long Biên, Hà Nội",330 m²,"266,67 tr/m²",4,Null
523,160 tỷ,"Cầu Giấy, Hà Nội",300 m²,"533,33 tr/m²",39,39
523,"6,9 tỷ","Bình Thạnh, Hồ Chí Minh",52 m²,"132,69 tr/m²",3,4
523,Giá thỏa thuận,"Thanh Trì, Hà Nội",48 m²,11,11,Null
523,Giá thỏa thuận,"Bình Chánh, Hồ Chí Minh",90 m²,3,2,Null
523,"3,8 tỷ","Gò Vấp, Hồ Chí Minh",49 m²,"77,55 tr/m²",4,4
523,33 tỷ,"Tây Hồ, Hà Nội",111 m²,"297,3 tr/m²",9,9
523,"4,8 tỷ","Thủ Đức, Hồ Chí Minh","68,9 m²","69,67 tr/m²",3,1
523,"8,5 tỷ","Quận 2, Hồ Chí Minh",100 m²,85 tr/m²,4,4
523,13 tỷ,"Thanh Trì, Hà Nội",65 m²,200 tr/m²,3,2
523,"28,5 tỷ","Phú Nhuận, Hồ Chí Minh",192 m²,"148,44 tr/m²",6,7
523,36 tỷ,"Hà Đông, Hà Nội",85 m²,"423,53 tr/m²",8,7
523,255 tỷ,"Quận 1, Hồ Chí Minh",400 m²,"637,5 tr/m²",4,4
523,"22,5 tỷ","Thanh Xuân, Hà Nội",55 m²,"409,09 tr/m²",5,5
523,"28,9 tỷ","Tân Bình, Hồ Chí Minh",160 m²,"180,62 tr/m²",5,Null
523,"6,4 tỷ","Bình Thạnh, Hồ Chí Minh",45 m²,"142,22 tr/m²",3,3
524,"6,4 tỷ","Bình Thạnh, Hồ Chí Minh",45 m²,"142,22 tr/m²",3,3
524,"20,9 tỷ","Đống Đa, Hà Nội",110 m²,190 tr/m²,29,29
524,35 tỷ,"Quận 3, Hồ Chí Minh",176 m²,"198,86 tr/m²",5,5
524,"8,7 tỷ","Quận 9, Hồ Chí Minh",100 m²,87 tr/m²,4,5
524,"17,45 tỷ","Quận 9, Hồ Chí Minh","149,5 m²","116,72 tr/m²",4,4
524,"5,8 tỷ","Quận 11, Hồ Chí Minh",33 m²,"175,76 tr/m²",4,4
524,"15,5 tỷ","Tân Bình, Hồ Chí Minh",80 m²,"193,75 tr/m²",4,4
524,"92,5 tỷ","Quận 7, Hồ Chí Minh",360 m²,"256,94 tr/m²",100,Null
524,"12,5 tỷ","Dĩ An, Bình Dương",183 m²,"68,31 tr/m²",20,20
524,"9,95 tỷ","Hai Bà Trưng, Hà Nội",37 m²,"268,92 tr/m²",3,4
524,"15,49 tỷ","Quận 9, Hồ Chí Minh",136 m²,"113,86 tr/m²",4,3
524,10 tỷ,"Tân Bình, Hồ Chí Minh",144 m²,"69,44 tr/m²",3,1
524,15 tỷ,"Quận 11, Hồ Chí Minh","97,5 m²","153,85 tr/m²",3,3
524,"10,5 tỷ","Bình Thạnh, Hồ Chí Minh",52 m²,"201,92 tr/m²",5,3
524,"6,9 tỷ","Nha Trang, Khánh Hòa","85,5 m²","80,7 tr/m²",3,4
524,"3,95 tỷ","Hoài Đức, Hà Nội",36 m²,"109,72 tr/m²",3,Null
524,14 tỷ,"Tân Bình, Hồ Chí Minh",110 m²,"127,27 tr/m²",6,5
524,"15,3 tỷ","Văn Giang, Hưng Yên",136 m²,"112,5 tr/m²",5,5
524,7 tỷ,"Hai Bà Trưng, Hà Nội",44 m²,"159,09 tr/m²",4,4
524,Giá thỏa thuận,"Hoài Đức, Hà Nội",129 m²,5,4,Null
525,7 tỷ,"Hai Bà Trưng, Hà Nội",44 m²,"159,09 tr/m²",4,4
525,Giá thỏa thuận,"Hoài Đức, Hà Nội",129 m²,5,4,Null
525,"10,8 tỷ","Văn Giang, Hưng Yên",90 m²,120 tr/m²,4,4
525,"4,9 tỷ","Thủ Đức, Hồ Chí Minh","84,9 m²","57,72 tr/m²",4,4
525,Giá thỏa thuận,"Hoài Đức, Hà Nội",270 m²,5,4,Null
525,18 tỷ,"Dĩ An, Bình Dương","876,7 m²","20,53 tr/m²",10,2
525,"6,3 tỷ","Hoàng Mai, Hà Nội",34 m²,"185,29 tr/m²",4,4
525,"51,3 tỷ","Hoài Đức, Hà Nội",270 m²,190 tr/m²,4,4
525,"17,5 tỷ","Hoàng Mai, Hà Nội",108 m²,"162,04 tr/m²",5,3
525,"5,5 tỷ","Long Biên, Hà Nội","33,5 m²","164,18 tr/m²",3,4
525,"6,8 tỷ","Bình Tân, Hồ Chí Minh",60 m²,"113,33 tr/m²",5,3
525,"20,8 tỷ","Hoài Đức, Hà Nội",130 m²,160 tr/m²,6,5
525,29 tỷ,"Quận 3, Hồ Chí Minh",108 m²,"268,52 tr/m²",4,2
525,36 tỷ,"Long Biên, Hà Nội",207 m²,"173,91 tr/m²",4,4
525,18 tỷ,"Hoàng Mai, Hà Nội",65 m²,"276,92 tr/m²",4,3
525,"20,46 tỷ","Thanh Trì, Hà Nội",93 m²,220 tr/m²,6,6
525,"18,5 tỷ","Gò Vấp, Hồ Chí Minh",150 m²,"123,33 tr/m²",26,27
525,27 tỷ,"Hoàng Mai, Hà Nội",140 m²,"192,86 tr/m²",5,5
525,"44,1 tỷ","Hoài Đức, Hà Nội",210 m²,210 tr/m²,5,3
525,32 tỷ,"Long Biên, Hà Nội",145 m²,"220,69 tr/m²",5,3
526,"34,1 tỷ","Đông Anh, Hà Nội",114 m²,"299,12 tr/m²",6,5
526,"14,5 tỷ","Hoàng Mai, Hà Nội","58,4 m²","248,29 tr/m²",6,4
526,Giá thỏa thuận,"Thuận Bắc, Ninh Thuận",300 m²,4,4,Null
526,8 tỷ,"Quận 6, Hồ Chí Minh","61,5 m²","130,08 tr/m²",5,6
526,150 tỷ,"Thủ Dầu Một, Bình Dương",1.000 m²,150 tr/m²,2,2
526,"8,9 tỷ","Tân Bình, Hồ Chí Minh",53 m²,"167,92 tr/m²",4,3
526,13 tỷ,"Bình Thạnh, Hồ Chí Minh",63 m²,"206,35 tr/m²",8,Null
526,"7,6 tỷ","Nhà Bè, Hồ Chí Minh",92 m²,"82,61 tr/m²",4,3
526,"14,5 tỷ","Tân Bình, Hồ Chí Minh",75 m²,"193,33 tr/m²",5,5
526,15 tỷ,"Tân Bình, Hồ Chí Minh",120 m²,125 tr/m²,5,5
526,"6,95 tỷ","Bắc Từ Liêm, Hà Nội",38 m²,"182,9 tr/m²",3,4
526,16 tỷ,"Hoàng Mai, Hà Nội",66 m²,"242,42 tr/m²",9,9
526,"15,2 tỷ","Bình Thạnh, Hồ Chí Minh",75 m²,"202,67 tr/m²",4,Null
526,"5,3 tỷ","Tân Phú, Hồ Chí Minh",53 m²,100 tr/m²,2,2
526,"6,7 tỷ","Dĩ An, Bình Dương",125 m²,"53,6 tr/m²",2,1
526,9 tỷ,"Bắc Từ Liêm, Hà Nội",55 m²,"163,64 tr/m²",4,3
526,"7,1 tỷ","Bình Tân, Hồ Chí Minh",72 m²,"98,61 tr/m²",4,4
526,159 tỷ,"Quận 1, Hồ Chí Minh",225 m²,"706,67 tr/m²",6,5
526,"14,9 tỷ","Bắc Từ Liêm, Hà Nội",55 m²,"270,91 tr/m²",4,4
526,"7,4 tỷ","Hai Bà Trưng, Hà Nội",52 m²,"142,31 tr/m²",8,8
527,"7,4 tỷ","Hai Bà Trưng, Hà Nội",52 m²,"142,31 tr/m²",8,8
527,"9,8 tỷ","Đông Anh, Hà Nội",70 m²,140 tr/m²,4,3
527,"4,9 tỷ","Hoài Đức, Hà Nội",40 m²,"122,5 tr/m²",5,4
527,"3,85 tỷ","Gò Vấp, Hồ Chí Minh",28 m²,"137,5 tr/m²",2,2
527,"6,3 tỷ","Bắc Từ Liêm, Hà Nội",33 m²,"190,91 tr/m²",3,3
527,13 tỷ,"Gia Lâm, Hà Nội",124 m²,"104,84 tr/m²",17,8
527,"5,5 tỷ","Dĩ An, Bình Dương",60 m²,"91,67 tr/m²",4,6
